date;val1;val2;val3;val4;val5;val6;val7;val8;vbl1;vbl2;vbl3;vbl4;vbl5;vbl6;vbl7;vbl8;vbsv;vcsv;vk4;vk6;temp1;temp2;temp3;temp4;amb_temp;amb_rh;amb_pressure;box_temp;dut_temp;tec_curr;sv_temp;
13/01/2025-05:05:57;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052925635e+01;1.000052925635e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999887233e+01;6.059498021e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.225500000e+01;0.0;0.0;23.0;0.0;22.713;18.4;1008.7;22.999;23.374;-0.349;23.000;
13/01/2025-05:06:11;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052924844e+01;1.000052924844e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999887251e+01;6.059496076e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.224110000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1008.7;22.997;23.374;-0.324;23.000;
13/01/2025-05:06:24;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052923367e+01;1.000052923367e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999888202e+01;6.059492634e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.222480000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.7;22.998;23.374;-0.331;23.000;
13/01/2025-05:06:38;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052923456e+01;1.000052923456e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999886119e+01;6.059491517e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.222970000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.7;22.993;23.374;-0.302;23.000;
13/01/2025-05:06:51;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052925169e+01;1.000052925169e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999899785e+01;6.059489824e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.224970000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.6;22.999;23.373;-0.322;23.000;
13/01/2025-05:07:05;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052925148e+01;1.000052925148e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999892781e+01;6.059487896e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.225420000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.7;22.998;23.374;-0.326;23.000;
13/01/2025-05:07:18;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052927275e+01;1.000052927275e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999899282e+01;6.059485986e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.225600000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.7;23.002;23.373;-0.336;23.000;
13/01/2025-05:07:31;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052928081e+01;1.000052928081e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999887286e+01;6.059486184e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.225100000e+01;0.0;0.0;23.0;0.0;22.698;18.4;1008.7;22.998;23.373;-0.316;23.000;
13/01/2025-05:07:45;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052926960e+01;1.000052926960e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999887233e+01;6.059482941e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325090000e+01;0.000000000e+00;0.000000000e+00;2.226120000e+01;0.0;0.0;23.0;0.0;22.698;18.4;1008.7;23.004;23.373;-0.324;23.000;
13/01/2025-05:07:58;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052927584e+01;1.000052927584e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999887628e+01;6.059480581e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.226120000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.8;22.990;23.373;-0.297;23.000;
13/01/2025-05:08:12;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052926023e+01;1.000052926023e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999894434e+01;6.059477627e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325060000e+01;0.000000000e+00;0.000000000e+00;2.224420000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1008.8;23.000;23.373;-0.340;23.000;
13/01/2025-05:08:25;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052921052e+01;1.000052921052e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999884790e+01;6.059474041e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.224860000e+01;0.0;0.0;23.0;0.0;22.698;18.4;1008.6;23.000;23.373;-0.335;23.000;
13/01/2025-05:08:39;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052919312e+01;1.000052919312e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999897217e+01;6.059470996e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.222980000e+01;0.0;0.0;23.0;0.0;22.683;18.4;1008.6;22.999;23.374;-0.331;23.000;
13/01/2025-05:08:52;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052922712e+01;1.000052922712e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999883946e+01;6.059469249e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325060000e+01;0.000000000e+00;0.000000000e+00;2.224390000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1008.7;22.998;23.373;-0.330;23.000;
13/01/2025-05:09:06;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052923073e+01;1.000052923073e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999881055e+01;6.059468006e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.225930000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1008.7;23.002;23.374;-0.315;23.000;
13/01/2025-05:09:19;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052923650e+01;1.000052923650e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999882312e+01;6.059466781e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325150000e+01;0.000000000e+00;0.000000000e+00;2.225050000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.7;23.007;23.373;-0.353;23.000;
13/01/2025-05:09:33;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052928464e+01;1.000052928464e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999892656e+01;6.059463069e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325080000e+01;0.000000000e+00;0.000000000e+00;2.225090000e+01;0.0;0.0;23.0;0.0;22.693;18.4;1008.7;22.999;23.373;-0.318;23.000;
13/01/2025-05:09:46;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052929066e+01;1.000052929066e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999893733e+01;6.059461862e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325150000e+01;0.000000000e+00;0.000000000e+00;2.224240000e+01;0.0;0.0;23.0;0.0;22.698;18.4;1008.8;23.001;23.373;-0.328;23.000;
13/01/2025-05:09:59;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052924587e+01;1.000052924587e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999895726e+01;6.059460024e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.222740000e+01;0.0;0.0;23.0;0.0;22.693;18.4;1008.7;23.000;23.373;-0.322;23.000;
13/01/2025-05:10:13;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052919255e+01;1.000052919255e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999891794e+01;6.059458060e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.222450000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.7;22.995;23.373;-0.304;23.000;
13/01/2025-05:10:26;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052918286e+01;1.000052918286e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999890824e+01;6.059454836e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325070000e+01;0.000000000e+00;0.000000000e+00;2.223300000e+01;0.0;0.0;23.0;0.0;22.698;18.4;1008.8;22.998;23.373;-0.312;23.000;
13/01/2025-05:10:40;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052919438e+01;1.000052919438e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999886424e+01;6.059451935e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.224360000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1008.8;22.994;23.373;-0.303;23.000;
13/01/2025-05:10:53;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920344e+01;1.000052920344e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999879978e+01;6.059449106e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325090000e+01;0.000000000e+00;0.000000000e+00;2.223320000e+01;0.0;0.0;23.0;0.0;22.713;18.4;1008.8;22.998;23.373;-0.324;23.000;
13/01/2025-05:11:07;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052921444e+01;1.000052921444e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999877841e+01;6.059445251e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325090000e+01;0.000000000e+00;0.000000000e+00;2.222300000e+01;0.0;0.0;23.0;0.0;22.723;18.4;1008.8;22.997;23.373;-0.329;23.000;
13/01/2025-05:11:20;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052917002e+01;1.000052917002e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999893733e+01;6.059442314e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.222300000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1008.7;23.002;23.373;-0.339;23.000;
13/01/2025-05:11:34;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052914886e+01;1.000052914886e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999892889e+01;6.059440296e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.223200000e+01;0.0;0.0;23.0;0.0;22.718;18.4;1008.8;22.994;23.373;-0.311;23.000;
13/01/2025-05:11:47;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920873e+01;1.000052920873e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999894146e+01;6.059438458e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.222170000e+01;0.0;0.0;23.0;0.0;22.713;18.4;1008.9;23.006;23.373;-0.340;23.000;
13/01/2025-05:12:01;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052922943e+01;1.000052922943e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999891704e+01;6.059435936e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.222480000e+01;0.0;0.0;23.0;0.0;22.718;18.4;1008.8;22.996;23.373;-0.333;23.000;
13/01/2025-05:12:14;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920255e+01;1.000052920255e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999895295e+01;6.059432549e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325040000e+01;0.000000000e+00;0.000000000e+00;2.222390000e+01;0.0;0.0;23.0;0.0;22.718;18.4;1008.8;23.008;23.373;-0.344;23.000;
13/01/2025-05:12:28;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052921664e+01;1.000052921664e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999892907e+01;6.059429810e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325170000e+01;0.000000000e+00;0.000000000e+00;2.222150000e+01;0.0;0.0;23.0;0.0;22.718;18.4;1008.8;23.002;23.373;-0.332;23.000;
13/01/2025-05:12:41;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052923477e+01;1.000052923477e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999897486e+01;6.059425558e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.224040000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.8;22.994;23.373;-0.318;23.000;
13/01/2025-05:12:55;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052921591e+01;1.000052921591e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999894398e+01;6.059421271e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.226130000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.8;23.005;23.372;-0.328;23.000;
13/01/2025-05:13:08;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920062e+01;1.000052920062e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999867892e+01;6.059417919e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.226540000e+01;0.0;0.0;23.0;0.0;22.698;18.4;1008.8;22.995;23.372;-0.309;23.000;
13/01/2025-05:13:21;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920402e+01;1.000052920402e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999874070e+01;6.059414478e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325150000e+01;0.000000000e+00;0.000000000e+00;2.225130000e+01;0.0;0.0;23.0;0.0;22.698;18.4;1008.8;22.993;23.373;-0.302;23.000;
13/01/2025-05:13:35;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920638e+01;1.000052920638e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999905298e+01;6.059409524e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.224230000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.8;22.995;23.373;-0.300;23.000;
13/01/2025-05:13:48;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052919438e+01;1.000052919438e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999896912e+01;6.059405884e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.224630000e+01;0.0;0.0;23.0;0.0;22.688;18.4;1008.8;22.997;23.373;-0.325;23.000;
13/01/2025-05:14:02;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920282e+01;1.000052920282e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999882869e+01;6.059401831e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325070000e+01;0.000000000e+00;0.000000000e+00;2.226040000e+01;0.0;0.0;23.0;0.0;22.698;18.4;1008.9;23.001;23.373;-0.328;23.000;
13/01/2025-05:14:15;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052922670e+01;1.000052922670e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999884323e+01;6.059397813e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.225760000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1009.0;23.000;23.373;-0.327;23.000;
13/01/2025-05:14:29;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052922387e+01;1.000052922387e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999882330e+01;6.059393957e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.225320000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1008.9;23.001;23.373;-0.306;23.000;
13/01/2025-05:14:42;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920523e+01;1.000052920523e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999889513e+01;6.059391976e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.225370000e+01;0.0;0.0;23.0;0.0;22.708;18.4;1008.9;23.001;23.373;-0.326;23.000;
13/01/2025-05:14:56;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052919412e+01;1.000052919412e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999888741e+01;6.059389165e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325170000e+01;0.000000000e+00;0.000000000e+00;2.225350000e+01;0.0;0.0;23.0;0.0;22.718;18.4;1008.9;22.996;23.372;-0.341;23.000;
13/01/2025-05:15:09;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052917898e+01;1.000052917898e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999883569e+01;6.059384102e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.224220000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.9;22.997;23.372;-0.314;23.000;
13/01/2025-05:15:23;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052916631e+01;1.000052916631e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999887915e+01;6.059379508e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.224110000e+01;0.0;0.0;23.0;0.0;22.713;18.4;1008.9;23.002;23.372;-0.318;23.000;
13/01/2025-05:15:36;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052919271e+01;1.000052919271e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999892458e+01;6.059376481e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325070000e+01;0.000000000e+00;0.000000000e+00;2.224040000e+01;0.0;0.0;23.0;0.0;22.713;18.4;1008.9;22.996;23.372;-0.321;23.000;
13/01/2025-05:15:50;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052919491e+01;1.000052919491e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999885347e+01;6.059373418e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.225370000e+01;0.0;0.0;23.0;0.0;22.713;18.4;1008.9;22.993;23.372;-0.326;23.000;
13/01/2025-05:16:03;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052916741e+01;1.000052916741e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999892063e+01;6.059370716e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325090000e+01;0.000000000e+00;0.000000000e+00;2.225110000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1008.9;22.997;23.372;-0.326;23.000;
13/01/2025-05:16:17;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052915562e+01;1.000052915562e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999885814e+01;6.059367004e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325080000e+01;0.000000000e+00;0.000000000e+00;2.224180000e+01;0.0;0.0;23.0;0.0;22.703;18.4;1009.0;22.993;23.372;-0.319;23.000;
13/01/2025-05:16:30;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052916369e+01;1.000052916369e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999870353e+01;6.059362320e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.222250000e+01;0.0;0.0;23.0;0.0;22.693;18.4;1008.9;22.996;23.372;-0.297;23.000;
13/01/2025-05:16:43;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052919417e+01;1.000052919417e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999890285e+01;6.059357618e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.222290000e+01;0.0;0.0;23.0;0.0;22.698;18.3;1008.9;23.001;23.372;-0.315;23.000;
13/01/2025-05:16:57;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920533e+01;1.000052920533e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999883839e+01;6.059352717e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325050000e+01;0.000000000e+00;0.000000000e+00;2.222050000e+01;0.0;0.0;23.0;0.0;22.693;18.4;1008.9;22.990;23.372;-0.305;23.000;
13/01/2025-05:17:10;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052920763e+01;1.000052920763e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999881307e+01;6.059349654e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325080000e+01;0.000000000e+00;0.000000000e+00;2.224290000e+01;0.0;0.0;23.0;0.0;22.678;18.4;1008.9;22.998;23.372;-0.318;23.000;
13/01/2025-05:17:24;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052922356e+01;1.000052922356e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999880858e+01;6.059344898e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.226060000e+01;0.0;0.0;23.0;0.0;22.693;18.4;1008.9;22.998;23.372;-0.314;23.000;
13/01/2025-05:17:37;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052922272e+01;1.000052922272e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999893590e+01;6.059341619e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.224900000e+01;0.0;0.0;23.0;0.0;22.678;18.4;1008.9;23.001;23.373;-0.334;23.000;
13/01/2025-05:17:51;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052921811e+01;1.000052921811e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999894326e+01;6.059336899e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325070000e+01;0.000000000e+00;0.000000000e+00;2.225310000e+01;0.0;0.0;23.0;0.0;22.673;18.4;1009.0;23.001;23.372;-0.330;23.000;
13/01/2025-05:18:04;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052923393e+01;1.000052923393e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999888651e+01;6.059333079e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.224340000e+01;0.0;0.0;23.0;0.0;22.663;18.4;1009.0;22.998;23.372;-0.323;23.000;
13/01/2025-05:18:18;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000052923796e+01;1.000052923796e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999879259e+01;6.059326539e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.225840000e+01;0.0;0.0;23.0;0.0;22.653;18.3;1008.9;22.994;23.372;-0.312;23.000;
